parent_symbol,child_symbol,beta,PIP,LFSR
BPTF,ATMIN,0.000968087316064026,0.0,0.3615
CBFB,ATMIN,0.00755679766584703,0.0,0.0
CLOCK,ATMIN,0.0072070315817581,0.0,0.0
DR1,ATMIN,-0.00267629786914613,0.0,0.003
EGR3,ATMIN,0.00499092791635943,0.0,0.0
ELK4,ATMIN,0.000294481455927585,0.0,0.3185
EPAS1,ATMIN,0.00401040012168109,0.0,0.0
ETS1,ATMIN,0.00401136762573017,0.0,0.0
FOXK1,ATMIN,-0.00258974046795422,0.0,0.0
FOXP1,ATMIN,0.0121456320177231,0.0,0.0
FOXP3,ATMIN,0.00178241615371232,0.0,0.3695
GATA3,ATMIN,-0.00254671734496639,0.0,0.318
GFI1,ATMIN,-6.91684741142888e-05,0.0,0.324
HIVEP2,ATMIN,-0.000974227635844243,0.0,0.3235
HIVEP3,ATMIN,-0.00474019717913203,0.0,0.0
IKZF1,ATMIN,0.00520213906010046,0.0,0.0
IL2RA,ATMIN,-0.0105556059072993,0.0,0.0
IRF1,ATMIN,-0.000660188891292346,0.0,0.3615
IRF2,ATMIN,-0.00605286381305715,0.0,0.0
IRF3,ATMIN,0.00152644292709261,0.0,0.049
IRF4,ATMIN,-0.00981732509688323,0.0,0.0
IRF7,ATMIN,-0.00159632636039718,0.0,0.0
IRF8,ATMIN,-0.00697952074856005,0.0,0.0
IRF9,ATMIN,0.00351172043501501,0.0,0.3235
JAK3,ATMIN,-0.0179342606960665,0.0,0.0
KLF2,ATMIN,-0.0196715968107892,0.0,0.0
KLF9,ATMIN,-0.00276900471961027,0.0,0.0
KMT2A,ATMIN,-0.00607079768623339,0.0,0.0
LCOR,ATMIN,0.00352768961151803,0.0,0.0
MBD2,ATMIN,0.00667386976591266,0.0,0.0
MED12,ATMIN,0.0105211128560944,0.0,0.0
MYB,ATMIN,0.00707744659971943,0.0,0.0
MYSM1,ATMIN,0.00376583245055658,0.0,0.003
NFAT5,ATMIN,0.00173103268633338,0.0,0.0
NFE2L2,ATMIN,0.00326626410680376,0.0,0.0
NFE2L3,ATMIN,-0.0045291191757446,0.0,0.0
NFKB1,ATMIN,0.00215503287927643,0.0,0.358
NFKB2,ATMIN,-0.00655352922567385,0.0,0.0
POU2F1,ATMIN,-0.00345446761265206,0.0,0.003
PTEN,ATMIN,0.000730540944046058,0.0,0.3235
RBCK1,ATMIN,-0.00622198552450853,0.0,0.0
REL,ATMIN,0.000570524936009768,0.0,0.3615
RELA,ATMIN,-0.00181434650393489,0.0,0.312
RELB,ATMIN,-0.0119782915233331,0.0,0.0
RFX5,ATMIN,0.00567620557253433,0.0,0.049
RORC,ATMIN,-0.000190825933523141,0.0,0.3725
SETDB1,ATMIN,-0.00427880533537655,0.0,0.312
SON,ATMIN,-0.00256748441543749,0.0,0.0465
SP110,ATMIN,0.012634557688256,0.0,0.0
SREBF1,ATMIN,-0.00782517309453751,0.0,0.0
STAT1,ATMIN,0.0122029972194149,0.0,0.0
STAT2,ATMIN,0.00622858520158177,0.0,0.0
STAT3,ATMIN,-0.00466894784495756,0.0,0.0
STAT5A,ATMIN,-0.000238873740083078,0.0,0.3695
